id,correct,question,a,b,c,d
E6B05,3,What characteristic of a PIN diode makes it useful as an RF switch?,Extremely high reverse breakdown voltage,Ability to dissipate large amounts of power,Reverse bias controls its forward voltage drop,Low junction capacitance
E6B06,3,Which of the following is a common use of a Schottky diode?,In oscillator circuits as the negative resistance element,As a variable capacitance in an automatic frequency control circuit,In power supplies as a constant voltage reference,As a VHF/UHF mixer or detector
E6B07,1,What causes a junction diode to fail from excessive current?,Excessive inverse voltage,Excessive junction temperature,Insufficient forward voltage,Charge carrier depletion
E6B08,0,Which of the following is a Schottky barrier diode?,Metal-semiconductor junction,Electrolytic rectifier,PIN junction,Thermionic emission diode
E6B09,2,What is a common use for point-contact diodes?,As a constant current source,As a constant voltage source,As an RF detector,As a high-voltage rectifier
E6B10,1,"In Figure E6-2, which is the schematic symbol for a Schottky diode?",1,6,2,3
E6B11,0,What is used to control the attenuation of RF signals by a PIN diode?,Forward DC bias current,A variable RF reference voltage,Reverse voltage larger than the RF signal,Capacitance of an RF coupling capacitor
E6C01,0,What is the function of hysteresis in a comparator?,To prevent input noise from causing unstable output signals,To allow the comparator to be used with AC input signals,To cause the output to continually change states,To increase the sensitivity
E6C02,1,What happens when the level of a comparator’s input signal crosses the threshold voltage?,The IC input can be damaged,The comparator changes its output state,The reference level appears at the output,The feedback loop becomes unstable
E6C03,0,What is tri-state logic?,"Logic devices with 0, 1, and high-impedance output states",Logic devices that utilize ternary math,Logic with three output impedances which can be selected to better match the load impedance,A counter with eight states
E6C04,2,Which of the following is an advantage of BiCMOS logic?,Its simplicity results in much less expensive devices than standard CMOS,It is immune to electrostatic damage,It has the high input impedance of CMOS and the low output impedance of bipolar transistors,All these choices are correct
E6C05,3,Which of the following digital logic families has the lowest power consumption?,Schottky TTL,ECL,NMOS,CMOS
E6C06,2,Why do CMOS digital integrated circuits have high immunity to noise on the input signal or power supply?,Large bypass capacitance is inherent,The input switching threshold is about twice the power supply voltage,The input switching threshold is about half the power supply voltage,Bandwidth is very limited
E6C07,1,What best describes a pull-up or pull-down resistor?,A resistor in a keying circuit used to reduce key clicks,A resistor connected to the positive or negative supply used to establish a voltage when an input or output is an open circuit,A resistor that ensures that an oscillator frequency does not drift,A resistor connected to an op-amp output that prevents signals from exceeding the power supply voltage
E6C08,1,"In Figure E6-3, which is the schematic symbol for a NAND gate?",1,2,3,4
E6C09,1,What is used to design the configuration of a field-programmable gate array (FPGA)?,Karnaugh maps,Hardware description language (HDL),An auto-router,Machine and assembly language
E6C10,3,"In Figure E6-3, which is the schematic symbol for a NOR gate?",1,2,3,4
E6C11,2,"In Figure E6-3, which is the schematic symbol for the NOT operation (inversion)?",2,4,5,6
E6D01,2,What is piezoelectricity?,The ability of materials to generate electromagnetic waves of a certain frequency when voltage is applied,A characteristic of materials that have an index of refraction which depends on the polarization of the electromagnetic wave passing through it,A characteristic of materials that generate a voltage when stressed and that flex when a voltage is applied,The ability of materials to generate voltage when an electromagnetic wave of a certain frequency is applied
E6D02,0,What is the equivalent circuit of a quartz crystal?,Series RLC in parallel with a shunt C representing electrode and stray capacitance,"Parallel RLC, where C is the parallel combination of resonance capacitance of the crystal and electrode and stray capacitance","Series RLC, where C is the parallel combination of resonance capacitance of the crystal and electrode and stray capacitance","Parallel RLC, where C is the series combination of resonance capacitance of the crystal and electrode and stray capacitance"
E6D03,0,Which of the following is an aspect of the piezoelectric effect?,Mechanical deformation of material due to the application of a voltage,Mechanical deformation of material due to the application of a magnetic field,Generation of electrical energy in the presence of light,Increased conductivity in the presence of light
E6D04,1,Why are cores of inductors and transformers sometimes constructed of thin layers?,To simplify assembly during manufacturing,To reduce power loss from eddy currents in the core,To increase the cutoff frequency by reducing capacitance,To save cost by reducing the amount of magnetic material
E6D05,2,How do ferrite and powdered iron compare for use in an inductor core?,Ferrite cores generally have lower initial permeability,Ferrite cores generally have better temperature stability,Ferrite cores generally require fewer turns to produce a given inductance value,Ferrite cores are easier to use with surface-mount technology
E6D06,3,What core material property determines the inductance of an inductor?,Permittivity,Resistance,Reactivity,Permeability
E6D07,3,What is the current that flows in the primary winding of a transformer when there is no load on the secondary winding?,Stabilizing current,Direct current,Excitation current,Magnetizing current
E6D08,1,Which of the following materials has the highest temperature stability of its magnetic characteristics?,Brass,Powdered iron,Ferrite,Aluminum
E6D09,2,What devices are commonly used as VHF and UHF parasitic suppressors at the input and output terminals of a transistor HF amplifier?,Electrolytic capacitors,Butterworth filters,Ferrite beads,Steel-core toroids
E6D10,0,What is a primary advantage of using a toroidal core instead of a solenoidal core in an inductor?,Toroidal cores confine most of the magnetic field within the core material,Toroidal cores make it easier to couple the magnetic energy into other components,Toroidal cores exhibit greater hysteresis,Toroidal cores have lower Q characteristics
E6D11,1,Which type of core material decreases inductance when inserted into a coil?,Ceramic,Brass,Ferrite,Aluminum
E6D12,2,What causes inductor saturation?,Operation at too high a frequency,Selecting a core with low permeability,Operation at excessive magnetic flux,Selecting a core with excessive permittivity
E6E01,1,Why is gallium arsenide (GaAs) useful for semiconductor devices operating at UHF and higher frequencies?,Higher noise figures,Higher electron mobility,Lower junction voltage drop,Lower transconductance
E6E02,0,Which of the following device packages is a through-hole type?,DIP,PLCC,BGA,SOT
E6E03,3,Which of the following materials supports the highest frequency of operation when used in MMICs?,Silicon,Silicon nitride,Silicon dioxide,Gallium nitride
E6E04,0,Which is the most common input and output impedance of MMICs?,50 ohms,300 ohms,450 ohms,75 ohms
E6E05,0,Which of the following noise figure values is typical of a low-noise UHF preamplifier?,0.5 dB,-10 dB,44 dBm,-20 dBm
E6E06,3,What characteristics of MMICs make them a popular choice for VHF through microwave circuits?,"The ability to retrieve information from a single signal, even in the presence of other strong signals",Extremely high Q factor and high stability over a wide temperature range,"Nearly infinite gain, very high input impedance, and very low output impedance","Controlled gain, low noise figure, and constant input and output impedance over the specified frequency range"
E6E07,3,What type of transmission line is often used for connections to MMICs?,Miniature coax,Circular waveguide,Parallel wire,Microstrip
E6E08,2,How is power supplied to the most common type of MMIC?,Through a capacitor and RF choke connected to the amplifier input lead,MMICs require no operating bias,Through a resistor and/or RF choke connected to the amplifier output lead,Directly to the bias voltage (Vcc) lead
E6E09,3,Which of the following component package types have the least parasitic effects at frequencies above the HF range?,TO-220,Axial lead,Radial lead,Surface mount
E6E10,3,What advantage does surface-mount technology offer at RF compared to using through-hole components?,Smaller circuit area,Shorter circuit board traces,Components have less parasitic inductance and capacitance,All these choices are correct
E6E11,3,What is a characteristic of DIP packaging used for integrated circuits?,Extremely low stray capacitance (dielectrically isolated package),Extremely high resistance between pins (doubly insulated package),Two chips in each package (dual in package),Two rows of connecting pins on opposite sides of package (dual in-line package)
E6E12,2,Why are DIP through-hole package ICs not typically used at UHF and higher frequencies?,Excessive dielectric loss,Epoxy coating is conductive above 300 MHz,Excessive lead length,Unsuitable for combining analog and digital signals
E6F01,2,What absorbs the energy from light falling on a photovoltaic cell?,Protons,Photons,Electrons,Holes
E6F02,0,What happens to photoconductive material when light shines on it?,Resistance decreases,Resistance increases,Reflectivity increases,Reflectivity decreases
E6F03,3,What is the most common configuration of an optoisolator or optocoupler?,A lens and a photomultiplier,A frequency-modulated helium-neon laser,An amplitude-modulated helium-neon laser,An LED and a phototransistor
E6F04,1,What is the photovoltaic effect?,The conversion of voltage to current when exposed to light,The conversion of light to electrical energy,The effect that causes a photodiode to emit light when a voltage is applied,The effect that causes a phototransistor’s beta to decrease when exposed to light
E6F05,0,Which of the following describes an optical shaft encoder?,A device that detects rotation by interrupting a light source with a patterned wheel,A device that measures the strength of a beam of light using analog-to-digital conversion,An optical computing device in which light is coupled between devices by fiber optics,A device for generating RTTY signals by means of a rotating light source
E6F06,2,Which of these materials is most commonly used to create photoconductive devices?,Polyphenol acetate,Argon,Crystalline semiconductor,All these choices are correct
E6F07,1,What is a solid-state relay?,A relay that uses transistors to drive the relay coil,A device that uses semiconductors to implement the functions of an electromechanical relay,A mechanical relay that latches in the on or off state each time it is pulsed,A semiconductor switch that uses a monostable multivibrator circuit
E6F08,2,Why are optoisolators often used in conjunction with solid-state circuits that control 120 VAC circuits?,Optoisolators provide a low-impedance link between a control circuit and a power circuit,Optoisolators provide impedance matching between the control circuit and power circuit,Optoisolators provide an electrical isolation between a control circuit and the circuit being switched,Optoisolators eliminate the effects of reflected light in the control circuit
E6F09,3,What is the efficiency of a photovoltaic cell?,The output RF power divided by the input DC power,The output in lumens divided by the input power in watts,The open-circuit voltage divided by the short-circuit current under full illumination,The relative fraction of light that is converted to current
E6F10,1,What is the most common material used in power-generating photovoltaic cells?,Selenium,Silicon,Cadmium sulfide,Indium arsenide
E6F11,0,What is the approximate open-circuit voltage produced by a fully illuminated silicon photovoltaic cell?,0.5 volts,0.7 volts,1.1 volts,1.5 volts
E7A01,2,Which circuit is bistable?,An AND gate,An OR gate,A flip-flop,A bipolar amplifier
E7A02,0,What is the function of a decade counter?,It produces one output pulse for every 10 input pulses,It decodes a decimal number for display on a seven-segment LED display,It produces 10 output pulses for every input pulse,It decodes a binary number for display on a seven-segment LED display
E7A03,1,Which of the following can divide the frequency of a pulse train by 2?,An XOR gate,A flip-flop,An OR gate,A multiplexer
E7A04,0,How many flip-flops are required to divide a signal frequency by 16?,4,6,8,16
E7A05,3,Which of the following circuits continuously alternates between two states without an external clock signal?,Monostable multivibrator,J-K flip-flop,T flip-flop,Astable multivibrator
E7A06,0,What is a characteristic of a monostable multivibrator?,It switches temporarily to an alternate state for a set time,It produces a continuous square wave,It stores one bit of data,"It maintains a constant output voltage, regardless of variations in the input voltage"
E7A07,3,What logical operation does a NAND gate perform?,It produces a 0 at its output only if all inputs are 0,It produces a 1 at its output only if all inputs are 1,It produces a 0 at its output if some but not all inputs are 1,It produces a 0 at its output only if all inputs are 1
E7A08,0,What logical operation does an OR gate perform?,It produces a 1 at its output if any input is 1,It produces a 0 at its output if all inputs are 1,It produces a 0 at its output if some but not all inputs are 1,It produces a 1 at its output if all inputs are 0
E7A09,2,What logical operation is performed by a two-input exclusive NOR gate?,It produces a 0 at its output only if all inputs are 0,It produces a 1 at its output only if all inputs are 1,It produces a 0 at its output if one and only one of its inputs is 1,It produces a 1 at its output if one and only one input is 1
E7A10,1,What is a truth table?,A list of inputs and corresponding outputs for an op-amp,A list of inputs and corresponding outputs for a digital device,A diagram showing logic states when the digital gate output is true,A table of logic symbols that indicate the logic states of an op-amp
E7A11,1,What does “positive logic” mean in reference to logic devices?,The logic devices have high noise immunity,"High voltage represents a 1, low voltage a 0",The logic circuit is in the “true” condition,1s and 0s are defined as different positive voltage levels
E7B01,0,"For what portion of the signal cycle does each active element in a push-pull, Class AB amplifier conduct?",More than 180 degrees but less than 360 degrees,Exactly 180 degrees,The entire cycle,Less than 180 degrees
E7B02,0,What is a Class D amplifier?,An amplifier that uses switching technology to achieve high efficiency,A low power amplifier that uses a differential amplifier for improved linearity,An amplifier that uses drift-mode FETs for high efficiency,An amplifier biased to be relatively free from distortion
E7B03,0,What circuit is required at the output of an RF switching amplifier?,A filter to remove harmonic content,A high-pass filter to compensate for low gain at low frequencies,A matched load resistor to prevent damage by switching transients,A temperature compensating load resistor to improve linearity
E7B04,0,What is the operating point of a Class A common emitter amplifier?,Approximately halfway between saturation and cutoff,Approximately halfway between the emitter voltage and the base voltage,At a point where the bias resistor equals the load resistor,At a point where the load line intersects the zero bias current curve
E7B05,2,What can be done to prevent unwanted oscillations in an RF power amplifier?,Tune the stage for minimum loading,Tune both the input and output for maximum power,Install parasitic suppressors and/or neutralize the stage,Use a phase inverter in the output filter
E7B06,1,What is a characteristic of a grounded-grid amplifier?,High power gain,Low input impedance,High electrostatic damage protection,Low bandwidth
E7B07,3,Which of the following is the likely result of using a Class C amplifier to amplify a single-sideband phone signal?,Reduced intermodulation products,Increased overall intelligibility,Reduced third-order intermodulation,Signal distortion and excessive bandwidth
E7B08,1,Why are switching amplifiers more efficient than linear amplifiers?,Switching amplifiers operate at higher voltages,The switching device is at saturation or cutoff most of the time,Linear amplifiers have high gain resulting in higher harmonic content,Switching amplifiers use push-pull circuits
E7B09,3,What is characteristic of an emitter follower (or common collector) amplifier?,Low input impedance and phase inversion from input to output,Differential inputs and single output,Acts as an OR circuit if one input is grounded,Input and output signals in-phase
E7B10,1,"In Figure E7-1, what is the purpose of R1 and R2?",Load resistors,Voltage divider bias,Self bias,Feedback
E7B11,3,"In Figure E7-1, what is the purpose of R3?",Fixed bias,Emitter bypass,Output load resistor,Self bias
E7B12,2,What type of amplifier circuit is shown in Figure E7-1?,Common base,Common collector,Common emitter,Emitter follower
E7C01,3,How are the capacitors and inductors of a low-pass filter Pi-network arranged between the network’s input and output?,"Two inductors are in series between the input and output, and a capacitor is connected between the two inductors and ground","Two capacitors are in series between the input and output, and an inductor is connected between the two capacitors and ground","An inductor is connected between the input and ground, another inductor is connected between the output and ground, and a capacitor is connected between the input and output","A capacitor is connected between the input and ground, another capacitor is connected between the output and ground, and an inductor is connected between the input and output"
E7C02,1,What is the frequency response of a T-network with series capacitors and a shunt inductor?,Low-pass,High-pass,Band-pass,Notch
E7C03,0,What is the purpose of adding an inductor to a Pi-network to create a Pi-L-network?,Greater harmonic suppression,Higher efficiency,To eliminate one capacitor,Greater transformation range
E7C04,2,How does an impedance-matching circuit transform a complex impedance to a resistive impedance?,It introduces negative resistance to cancel the resistive part of impedance,It introduces transconductance to cancel the reactive part of impedance,It cancels the reactive part of the impedance and changes the resistive part to the desired value,Reactive currents are dissipated in matched resistances
E7C05,3,Which filter type has ripple in the passband and a sharp cutoff?,A Butterworth filter,An active LC filter,A passive op-amp filter,A Chebyshev filter
E7C06,2,What are the characteristics of an elliptical filter?,Gradual passband rolloff with minimal stop-band ripple,Extremely flat response over its pass band with gradually rounded stop-band corners,Extremely sharp cutoff with one or more notches in the stop band,Gradual passband rolloff with extreme stop-band ripple
E7C07,1,Which describes a Pi-L network?,A Phase Inverter Load network,A Pi-network with an additional output series inductor,A network with only three discrete parts,A matching network in which all components are isolated from ground
E7C08,1,Which of the following is most frequently used as a band-pass or notch filter in VHF and UHF transceivers?,A Sallen-Key filter,A helical filter,A swinging choke filter,A finite impulse response filter
E7C09,3,What is a crystal lattice filter?,A power supply filter made with interlaced quartz crystals,An audio filter made with four quartz crystals that resonate at 1 kHz intervals,A filter using lattice-shaped quartz crystals for high-Q performance,A filter for low-level signals made using quartz crystals
E7C10,1,Which of the following filters is used in a 2-meter band repeater duplexer?,A crystal filter,A cavity filter,A DSP filter,An L-C filter
E7C11,2,Which of the following measures a filter’s ability to reject signals in adjacent channels?,Passband ripple,Phase response,Shape factor,Noise factor
E7D01,3,How does a linear electronic voltage regulator work?,It has a ramp voltage as its output,It eliminates the need for a pass transistor,The control element duty cycle is proportional to the line or load conditions,The conduction of a control element is varied to maintain a constant output voltage
E7D02,1,How does a switchmode voltage regulator work?,By alternating the output between positive and negative voltages,By varying the duty cycle of pulses input to a filter,By varying the conductivity of a pass element,By switching between two Zener diode reference voltages
E7D03,0,What device is used as a stable voltage reference?,A Zener diode,A digital-to-analog converter,An SCR,An analog-to-digital converter
E7D04,1,Which of the following describes a three-terminal voltage regulator?,A series current source,A series regulator,A shunt regulator,A shunt current source
E7D05,3,Which of the following types of linear voltage regulator operates by loading the unregulated voltage source?,A constant current source,A series regulator,A shunt current source,A shunt regulator
E7D06,2,What is the purpose of Q1 in the circuit shown in Figure E7-2?,It provides negative feedback to improve regulation,It provides a constant load for the voltage source,It controls the current to keep the output voltage constant,It provides regulation by switching or “chopping” the input DC voltage
E7D07,0,What is the purpose of C2 in the circuit shown in Figure E7-2?,It bypasses rectifier output ripple around D1,It is a brute force filter for the output,To prevent self-oscillation,To provide fixed DC bias for Q1
E7D08,2,What type of circuit is shown in Figure E7-2?,Switching voltage regulator,Common emitter amplifier,Linear voltage regulator,Common base amplifier
E7D09,2,How is battery operating time calculated?,Average current divided by capacity in amp-hours,Average current divided by internal resistance,Capacity in amp-hours divided by average current,Internal resistance divided by average current
E7D10,2,Why is a switching type power supply less expensive and lighter than an equivalent linear power supply?,The inverter design does not require an output filter circuit,"The control circuitry uses less current, therefore smaller heat sinks are required",The high frequency inverter design uses much smaller transformers and filter components for an equivalent power output,"It recovers power from the unused portion of the AC cycle, thus using fewer components"
E7D11,3,What is the purpose of an inverter connected to a solar panel output?,Reduce AC ripple on the output,Maintain voltage with varying illumination levels,Prevent discharge when panel is not illuminated,Convert the panel’s output from DC to AC
E7D12,2,What is the dropout voltage of a linear voltage regulator?,Minimum input voltage for rated power dissipation,Maximum output voltage drop when the input voltage is varied over its specified range,Minimum input-to-output voltage required to maintain regulation,Maximum that the output voltage may decrease at rated load
E7D13,2,Which of the following calculates power dissipated by a series linear voltage regulator?,Input voltage multiplied by input current,Input voltage divided by output current,Voltage difference from input to output multiplied by output current,Output voltage multiplied by output current
E7D14,3,What is the purpose of connecting equal-value resistors across power supply filter capacitors connected in series?,Equalize the voltage across each capacitor,Discharge the capacitors when voltage is removed,Provide a minimum load on the supply,All these choices are correct
E7D15,3,What is the purpose of a step-start circuit in a high-voltage power supply?,To provide a dual-voltage output for reduced power applications,To compensate for variations of the incoming line voltage,To prevent arcing across the input power switch or relay contacts,To allow the filter capacitors to charge gradually
E7E01,1,Which of the following can be used to generate FM phone signals?,Balanced modulation of the audio amplifier,Reactance modulation of a local oscillator,Reactance modulation of the final amplifier,Balanced modulation of a local oscillator
E7E02,3,What is the function of a reactance modulator?,Produce PM or FM signals by varying a resistance,Produce AM signals by varying an inductance,Produce AM signals by varying a resistance,Produce PM or FM signals by varying a capacitance
E7E03,3,What is a frequency discriminator?,An FM generator circuit,A circuit for filtering closely adjacent signals,An automatic band-switching circuit,A circuit for detecting FM signals
E7E04,0,What is one way to produce a single-sideband phone signal?,Use a balanced modulator followed by a filter,Use a reactance modulator followed by a mixer,Use a loop modulator followed by a mixer,Use a product detector with a DSB signal
E7E05,3,What is added to an FM speech channel to boost the higher audio frequencies?,A de-emphasis network,A harmonic enhancer,A heterodyne enhancer,A pre-emphasis network
E7E06,0,Why is de-emphasis used in FM communications receivers?,For compatibility with transmitters using phase modulation,To reduce impulse noise reception,For higher efficiency,To remove third-order distortion products
E7E07,1,What is meant by the term “baseband” in radio communications?,The lowest frequency band that the transmitter or receiver covers,The frequency range occupied by a message signal prior to modulation,The unmodulated bandwidth of the transmitted signal,The basic oscillator frequency in an FM transmitter that is multiplied to increase the deviation and carrier frequency
E7E08,2,What are the principal frequencies that appear at the output of a mixer?,Two and four times the input frequency,The square root of the product of input frequencies,The two input frequencies along with their sum and difference frequencies,1.414 and 0.707 times the input frequency
E7E09,0,What occurs when the input signal levels to a mixer are too high?,Spurious mixer products are generated,Mixer blanking occurs,Automatic limiting occurs,Excessive AGC voltage levels are generated
E7E10,0,How does a diode envelope detector function?,By rectification and filtering of RF signals,By breakdown of the Zener voltage,By mixing signals with noise in the transition region of the diode,By sensing the change of reactance in the diode with respect to frequency
E7E11,2,Which type of detector is used for demodulating SSB signals?,Discriminator,Phase detector,Product detector,Phase comparator
E7F01,2,What is meant by “direct sampling” in software defined radios?,Software is converted from source code to object code during operation of the receiver,I and Q signals are generated by digital processing without the use of RF amplification,Incoming RF is digitized by an analog-to-digital converter without being mixed with a local oscillator signal,A switching mixer is used to generate I and Q signals directly from the RF input
E7F02,0,What kind of digital signal processing audio filter is used to remove unwanted noise from a received SSB signal?,An adaptive filter,A crystal-lattice filter,A Hilbert-transform filter,A phase-inverting filter
E7F03,2,What type of digital signal processing filter is used to generate an SSB signal?,An adaptive filter,A notch filter,A Hilbert-transform filter,An elliptical filter
E7F04,3,Which method generates an SSB signal using digital signal processing?,Mixing products are converted to voltages and subtracted by adder circuits,A frequency synthesizer removes unwanted sidebands,Varying quartz crystal characteristics are emulated in digital form,Signals are combined in quadrature phase relationship
E7F05,1,How frequently must an analog signal be sampled to be accurately reproduced?,At least half the rate of the highest frequency component of the signal,At least twice the rate of the highest frequency component of the signal,At the same rate as the highest frequency component of the signal,At four times the rate of the highest frequency component of the signal
E7F06,3,What is the minimum number of bits required to sample a signal with a range of 1 volt at a resolution of 1 millivolt?,4 bits,6 bits,8 bits,10 bits
E7F07,2,What function is performed by a Fast Fourier Transform?,Converting analog signals to digital form,Converting digital signals to analog form,Converting signals from the time domain to the frequency domain,Converting signals from the frequency domain to the time domain
E7F08,1,What is the function of decimation?,Converting data to binary-coded decimal form,Reducing the effective sample rate by removing samples,Attenuating the signal,Removing unnecessary significant digits
E7F09,0,Why is an anti-aliasing filter required in a decimator?,It removes high-frequency signal components that would otherwise be reproduced as lower frequency components,"It peaks the response of the decimator, improving bandwidth",It removes low-frequency signal components to eliminate the need for DC restoration,It notches out the sampling frequency to avoid sampling errors
E7F10,0,What aspect of receiver analog-to-digital conversion determines the maximum receive bandwidth of a direct-sampling software defined radio (SDR)?,Sample rate,Sample width in bits,Integral non-linearity,Differential non-linearity
E7F11,1,What sets the minimum detectable signal level for a direct-sampling software defined receiver in the absence of atmospheric or thermal noise?,Sample clock phase noise,Reference voltage level and sample width in bits,Data storage transfer rate,Missing codes and jitter
E7F12,0,Which of the following is generally true of Finite Impulse Response (FIR) filters?,FIR filters can delay all frequency components of the signal by the same amount,FIR filters are easier to implement for a given set of passband rolloff requirements,FIR filters can respond faster to impulses,All these choices are correct
E7F13,3,What is the function of taps in a digital signal processing filter?,To reduce excess signal pressure levels,Provide access for debugging software,Select the point at which baseband signals are generated,Provide incremental signal delays for filter algorithms
E7F14,1,Which of the following would allow a digital signal processing filter to create a sharper filter response?,Higher data rate,More taps,Lower Q,Double-precision math routines
E7G01,0,What is the typical output impedance of an op-amp?,Very low,Very high,100 ohms,"10,000 ohms"
E7G02,1,What is the frequency response of the circuit in E7-3 if a capacitor is added across the feedback resistor?,High-pass filter,Low-pass filter,Band-pass filter,Notch filter
E7G03,3,What is the typical input impedance of an op-amp?,100 ohms,"10,000 ohms",Very low,Very high
E7G04,2,What is meant by the term “op-amp input offset voltage”?,The output voltage of the op-amp minus its input voltage,The difference between the output voltage of the op-amp and the input voltage required in the immediately following stage,The differential input voltage needed to bring the open loop output voltage to zero,The potential between the amplifier input terminals of the op-amp in an open loop condition
E7G05,0,How can unwanted ringing and audio instability be prevented in an op-amp audio filter?,Restrict both gain and Q,Restrict gain but increase Q,Restrict Q but increase gain,Increase both gain and Q
E7G06,1,What is the gain-bandwidth of an operational amplifier?,The maximum frequency for a filter circuit using that type of amplifier,The frequency at which the open-loop gain of the amplifier equals one,The gain of the amplifier at a filter’s cutoff frequency,The frequency at which the amplifier’s offset voltage is zero
E7G07,2,What voltage gain can be expected from the circuit in Figure E7‑3 when R1 is 10 ohms and RF is 470 ohms?,0.21,4700,47,24
E7G08,3,How does the gain of an ideal operational amplifier vary with frequency?,It increases linearly with increasing frequency,It decreases linearly with increasing frequency,It decreases logarithmically with increasing frequency,It does not vary with frequency
E7G09,3,"What will be the output voltage of the circuit shown in Figure E7-3 if R1 is 1,000 ohms, RF is 10,000 ohms, and 0.23 volts DC is applied to the input?",0.23 volts,2.3 volts,-0.23 volts,-2.3 volts
E7G10,2,"What absolute voltage gain can be expected from the circuit in Figure E7-3 when R1 is 1,800 ohms and RF is 68 kilohms?",1,0.03,38,76
E7G11,1,"What absolute voltage gain can be expected from the circuit in Figure E7-3 when R1 is 3,300 ohms and RF is 47 kilohms?",28,14,7,0.07
E7G12,0,What is an operational amplifier?,"A high-gain, direct-coupled differential amplifier with very high input impedance and very low output impedance",A digital audio amplifier whose characteristics are determined by components external to the amplifier,An amplifier used to increase the average output of frequency modulated amateur signals to the legal limit,A RF amplifier used in the UHF and microwave regions
E7H01,3,What are three common oscillator circuits?,"Taft, Pierce, and negative feedback","Pierce, Fenner, and Beane","Taft, Hartley, and Pierce","Colpitts, Hartley, and Pierce"
E7H02,2,What is a microphonic?,An IC used for amplifying microphone signals,Distortion caused by RF pickup on the microphone cable,Changes in oscillator frequency caused by mechanical vibration,Excess loading of the microphone by an oscillator
E7H03,2,What is a phase-locked loop?,"An electronic servo loop consisting of a ratio detector, reactance modulator, and voltage-controlled oscillator",An electronic circuit also known as a monostable multivibrator,"An electronic servo loop consisting of a phase detector, a low-pass filter, a voltage-controlled oscillator, and a stable reference oscillator",An electronic circuit consisting of a precision push-pull amplifier with a differential phase input
E7H04,2,How is positive feedback supplied in a Colpitts oscillator?,Through a tapped coil,Through link coupling,Through a capacitive divider,Through a neutralizing capacitor
E7H05,3,How is positive feedback supplied in a Pierce oscillator?,Through a tapped coil,Through link coupling,Through a neutralizing capacitor,Through a quartz crystal
E7H06,1,Which of these functions can be performed by a phase-locked loop?,Wide-band AF and RF power amplification,Frequency synthesis and FM demodulation,Photovoltaic conversion and optical coupling,Comparison of two digital input signals and digital pulse counting
E7H07,3,How can an oscillator’s microphonic responses be reduced?,Use NP0 capacitors,Reduce noise on the oscillator’s power supply,Increase the gain,Mechanically isolate the oscillator circuitry from its enclosure
E7H08,0,Which of the following components can be used to reduce thermal drift in crystal oscillators?,NP0 capacitors,Toroidal inductors,Wirewound resistors,Non-inductive resistors
E7H09,0,"What type of frequency synthesizer circuit uses a phase accumulator, lookup table, digital-to-analog converter, and a low-pass anti-alias filter?",A direct digital synthesizer,A hybrid synthesizer,A phase-locked loop synthesizer,A direct conversion synthesizer
E7H10,1,What information is contained in the lookup table of a direct digital synthesizer (DDS)?,The phase relationship between a reference oscillator and the output waveform,Amplitude values that represent the desired waveform,The phase relationship between a voltage-controlled oscillator and the output waveform,Frequently used receiver and transmitter frequencies
E7H11,2,What are the major spectral impurity components of direct digital synthesizers?,Broadband noise,Digital conversion noise,Spurious signals at discrete frequencies,Harmonics of the local oscillator
E7H12,1,Which of the following ensures that a crystal oscillator operates on the frequency specified by the crystal manufacturer?,Provide the crystal with a specified parallel inductance,Provide the crystal with a specified parallel capacitance,Bias the crystal at a specified voltage,Bias the crystal at a specified current
E7H13,3,Which of the following is a technique for providing highly accurate and stable oscillators needed for microwave transmission and reception?,Use a GPS signal reference,Use a rubidium stabilized reference oscillator,Use a temperature-controlled high Q dielectric resonator,All these choices are correct
E8A01,0,What technique shows that a square wave is made up of a sine wave and its odd harmonics?,Fourier analysis,Vector analysis,Numerical analysis,Differential analysis
E8A02,0,Which of the following is a type of analog-to-digital conversion?,Successive approximation,Harmonic regeneration,Level shifting,Phase reversal
E8A03,-24,Which of the following describes a signal in the time domain?,Power at intervals of phase,Amplitude at different times,Frequency at different times,Discrete impulses in time order
E8A04,1,What is “dither” with respect to analog-to-digital converters?,An abnormal condition where the converter cannot settle on a value to represent the signal,A small amount of noise added to the input signal to reduce quantization noise,An error caused by irregular quantization step size,A method of decimation by randomly skipping samples
E8A05,3,What is the benefit of making voltage measurements with a true-RMS calculating meter?,An inverse Fourier transform can be used,The signal’s RMS noise factor is also calculated,The calculated RMS value can be converted directly into phasor form,RMS is measured for both sinusoidal and non-sinusoidal signals
E8A06,0,What is the approximate ratio of PEP-to-average power in an unprocessed single-sideband phone signal?,2.5 to 1,25 to 1,1 to 1,13 to 1
E8A07,1,What determines the PEP-to-average power ratio of an unprocessed single-sideband phone signal?,The frequency of the modulating signal,Speech characteristics,The degree of carrier suppression,Amplifier gain
E8A08,2,Why are direct or flash conversion analog-to-digital converters used for a software defined radio?,Very low power consumption decreases frequency drift,Immunity to out-of-sequence coding reduces spurious responses,Very high speed allows digitizing high frequencies,All these choices are correct
E8A09,3,How many different input levels can be encoded by an analog-to-digital converter with 8-bit resolution?,8,8 multiplied by the gain of the input amplifier,256 divided by the gain of the input amplifier,256
E8A10,2,What is the purpose of a low-pass filter used at the output of a digital-to-analog converter?,Lower the input bandwidth to increase the effective resolution,Improve accuracy by removing out-of-sequence codes from the input,Remove spurious sampling artifacts from the output signal,All these choices are correct
