id,correct,question,a,b,c,d
T8D14,2,What is an electronic keyer?,A device for switching antennas from transmit to receive,A device for voice activated switching from receive to transmit,A device that assists in manual sending of Morse code,An interlock to prevent unauthorized use of a radio
T9A01,2,What is a beam antenna?,An antenna built from aluminum I-beams,An omnidirectional antenna invented by Clarence Beam,An antenna that concentrates signals in one direction,An antenna that reverses the phase of received signals
T9A02,0,Which of the following describes a type of antenna loading?,Inserting an inductor in the radiating portion of the antenna to make it electrically longer,Inserting a resistor in the radiating portion of the antenna to make it resonant,Installing a spring in the base of a mobile vertical antenna to make it more flexible,Strengthening the radiating elements of a beam antenna to better resist wind damage
T9A03,1,Which of the following describes a simple dipole oriented parallel to the Earth's surface?,A ground-wave antenna,A horizontally polarized antenna,A rhombic antenna,A vertically polarized antenna
T9A04,0,What is a disadvantage of the “rubber duck” antenna supplied with most handheld radio transceivers when compared to a full-sized quarter-wave antenna?,It does not transmit or receive as effectively,It transmits only circularly polarized signals,"If the rubber end cap is lost, it will unravel very easily",All of these choices are correct
T9A05,2,How would you change a dipole antenna to make it resonant on a higher frequency?,Lengthen it,Insert coils in series with radiating wires,Shorten it,Add capacitive loading to the ends of the radiating wires
T9A06,2,"What type of antennas are the quad, Yagi, and dish?",Non-resonant antennas,Log periodic antennas,Directional antennas,Isotropic antennas
T9A07,0,"What is a disadvantage of using a handheld VHF transceiver, with its integral antenna, inside a vehicle?",Signals might not propagate well due to the shielding effect of the vehicle,It might cause the transceiver to overheat,"The SWR might decrease, decreasing the signal strength",All of these choices are correct
T9A08,2,"What is the approximate length, in inches, of a quarter-wavelength vertical antenna for 146 MHz?",112,50,19,12
T9A09,2,"What is the approximate length, in inches, of a half-wavelength 6 meter dipole antenna?",6,50,112,236
T9A10,2,In which direction does a half-wave dipole antenna radiate the strongest signal?,Equally in all directions,Off the ends of the antenna,Broadside to the antenna,In the direction of the feed line
T9A11,2,What is the gain of an antenna?,The additional power that is added to the transmitter power,The additional power that is lost in the antenna when transmitting on a higher frequency,The increase in signal strength in a specified direction compared to a reference antenna,The increase in impedance on receive or transmit compared to a reference antenna
T9A12,0,What is an advantage of using a properly mounted 5/8 wavelength antenna for VHF or UHF mobile service?,It has a lower radiation angle and more gain than a 1/4 wavelength antenna,It has very high angle radiation for better communicating through a repeater,It eliminates distortion caused by reflected signals,It has 10 times the power gain of a 1/4 wavelength design
T9B01,1,Why is it important to have low SWR when using coaxial cable feed line?,To reduce television interference,To reduce signal loss,To prolong antenna life,All of these choices are correct
T9B02,1,What is the impedance of most coaxial cables used in amateur radio installations?,8 ohms,50 ohms,600 ohms,12 ohms
T9B03,0,Why is coaxial cable the most common feed line selected for amateur radio antenna systems?,It is easy to use and requires few special installation considerations,It has less loss than any other type of feed line,It can handle more power than any other type of feed line,It is less expensive than any other type of feed line
T9B04,0,What is the major function of an antenna tuner (antenna coupler)?,It matches the antenna system impedance to the transceiver's output impedance,It helps a receiver automatically tune in weak stations,It allows an antenna to be used on both transmit and receive,It automatically selects the proper antenna for the frequency band being used
T9B05,3,"In general, what happens as the frequency of a signal passing through coaxial cable is increased?",The characteristic impedance decreases,The loss decreases,The characteristic impedance increases,The loss increases
T9B06,1,Which of the following connectors is most suitable for frequencies above 400 MHz?,A UHF (PL-259/SO-239) connector,A Type N connector,An RS-213 connector,A DB-25 connector
T9B07,2,Which of the following is true of PL-259 type coax connectors?,They are preferred for microwave operation,They are watertight,They are commonly used at HF frequencies,They are a bayonet type connector
T9B08,0,Why should coax connectors exposed to the weather be sealed against water intrusion?,To prevent an increase in feed line loss,To prevent interference to telephones,To keep the jacket from becoming loose,All of these choices are correct
T9B09,1,What can cause erratic changes in SWR readings?,The transmitter is being modulated,A loose connection in an antenna or a feed line,The transmitter is being over-modulated,Interference from other stations is distorting your signal
T9B10,2,What is the electrical difference between RG-58 and RG-8 coaxial cable?,There is no significant difference between the two types,RG-58 cable has two shields,RG-8 cable has less loss at a given frequency,RG-58 cable can handle higher power levels
T9B11,2,Which of the following types of feed line has the lowest loss at VHF and UHF?,50-ohm flexible coax,Multi-conductor unbalanced cable,Air-insulated hard line,75-ohm flexible coax
T0A01,1,Which of the following is a safety hazard of a 12-volt storage battery?,Touching both terminals with the hands can cause electrical shock,"Shorting the terminals can cause burns, fire, or an explosion",RF emissions from the battery,All of these choices are correct
T0A02,3,What health hazard is presented by electrical current flowing through the body?,It may cause injury by heating tissue,It may disrupt the electrical functions of cells,It may cause involuntary muscle contractions,All of these choices are correct
T0A03,2,"In the United States, what is connected to the green wire in a three-wire electrical AC plug?",Neutral,Hot,Equipment ground,The white wire
T0A04,1,What is the purpose of a fuse in an electrical circuit?,To prevent power supply ripple from damaging a circuit,To interrupt power in case of overload,To limit current to prevent shocks,All of these choices are correct
T0A05,2,Why is it unwise to install a 20-ampere fuse in the place of a 5-ampere fuse?,The larger fuse would be likely to blow because it is rated for higher current,The power supply ripple would greatly increase,Excessive current could cause a fire,All of these choices are correct
T0A06,3,What is a good way to guard against electrical shock at your station?,Use three-wire cords and plugs for all AC powered equipment,Connect all AC powered station equipment to a common safety ground,Use a circuit protected by a ground-fault interrupter,All of these choices are correct
T0A07,3,Which of these precautions should be taken when installing devices for lightning protection in a coaxial cable feed line?,Include a parallel bypass switch for each protector so that it can be switched out of the circuit when running high power,Include a series switch in the ground line of each protector to prevent RF overload from inadvertently damaging the protector,Keep the ground wires from each protector separate and connected to station ground,Mount all of the protectors on a metal plate that is in turn connected to an external ground rod
T0A08,0,What safety equipment should always be included in home-built equipment that is powered from 120V AC power circuits?,A fuse or circuit breaker in series with the AC hot conductor,An AC voltmeter across the incoming power source,An inductor in parallel with the AC power source,A capacitor in series with the AC power source
T0A09,2,What should be done to all external ground rods or earth connections?,Waterproof them with silicone caulk or electrical tape,Keep them as far apart as possible,Bond them together with heavy wire or conductive strap,Tune them for resonance on the lowest frequency of operation
T0A10,0,What can happen if a lead-acid storage battery is charged or discharged too quickly?,"The battery could overheat, give off flammable gas, or explode",The voltage can become reversed,The memory effect will reduce the capacity of the battery,All of these choices are correct
T0A11,3,What kind of hazard might exist in a power supply when it is turned off and disconnected?,Static electricity could damage the grounding system,Circulating currents inside the transformer might cause damage,The fuse might blow if you remove the cover,You might receive an electric shock from the charge stored in large capacitors
T0B01,2,When should members of a tower work team wear a hard hat and safety glasses?,At all times except when climbing the tower,At all times except when belted firmly to the tower,At all times when any work is being done on the tower,Only when the tower exceeds 30 feet in height
T0B02,2,What is a good precaution to observe before climbing an antenna tower?,Make sure that you wear a grounded wrist strap,Remove all tower grounding connections,Put on a carefully inspected climbing harness(fall arrester)and safety glasses,All of these choices are correct
T0B03,3,Under what circumstances is it safe to climb a tower without a helper or observer?,When no electrical work is being performed,When no mechanical work is being performed,When the work being done is not more than 20 feet above the ground,Never
T0B04,2,Which of the following is an important safety precaution to observe when putting up an antenna tower?,Wear a ground strap connected to your wrist at all times,Insulate the base of the tower to avoid lightning strikes,Look for and stay clear of any overhead electrical wires,All of these choices are correct
T0B05,2,What is the purpose of a gin pole?,To temporarily replace guy wires,To be used in place of a safety harness,To lift tower sections or antennas,To provide a temporary ground
T0B06,3,What is the minimum safe distance from a power line to allow when installing an antenna?,Half the width of your property,The height of the power line above ground,1/2 wavelength at the operating frequency,"Enough so that if the antenna falls unexpectedly, no part of it can come closer than 10 feet to the power wires"
T0B07,2,Which of the following is an important safety rule to remember when using a crank-up tower?,This type of tower must never be painted,This type of tower must never be grounded,This type of tower must not be climbed unless retracted or mechanical safety locking devices have been installed,All of these choices are correct
T0B08,2,What is considered to be a proper grounding method for a tower?,"A single four-foot ground rod, driven into the ground no more than 12 inches from the base",A ferrite-core RF choke connected between the tower and ground,"Separate eight-foot long ground rods for each tower leg, bonded to the tower and each other",A connection between the tower base and a cold water pipe
T0B09,2,Why should you avoid attaching an antenna to a utility pole?,The antenna will not work properly because of induced voltages,The utility company will charge you an extra monthly fee,The antenna could contact high-voltage power lines,All of these choices are correct
T0B10,2,Which of the following is true when installing grounding conductors used for lightning protection?,Only non-insulated wire must be used,Wires must be carefully routed with precise right-angle bends,Sharp bends must be avoided,Common grounds must be avoided
T0B11,1,Which of the following establishes grounding requirements for an amateur radio tower or antenna?,FCC Part 97 Rules,Local electrical codes,FAA tower lighting regulations,UL recommended practices
T0B12,2,Which of the following is good practice when installing ground wires on a tower for lightning protection?,Put a loop in the ground connection to prevent water damage to the ground system,"Make sure that all bends in the ground wires are clean, right-angle bends",Ensure that connections are short and direct,All of these choices are correct
T0B13,1,What is the purpose of a safety wire through a turnbuckle used to tension guy lines?,Secure the guy if the turnbuckle breaks,Prevent loosening of the guy line from vibration,Prevent theft or vandalism,Deter unauthorized climbing of the tower
T0C01,3,What type of radiation are VHF and UHF radio signals?,Gamma radiation,Ionizing radiation,Alpha radiation,Non-ionizing radiation
T0C02,1,Which of the following frequencies has the lowest value for Maximum Permissible Exposure limit?,3.5 MHz,50 MHz,440 MHz,1296 MHz
T0C03,2,What is the maximum power level that an amateur radio station may use at VHF frequencies before an RF exposure evaluation is required?,1500 watts PEP transmitter output,1 watt forward power,50 watts PEP at the antenna,50 watts PEP reflected power
T0C04,3,What factors affect the RF exposure of people near an amateur station antenna?,Frequency and power level of the RF field,Distance from the antenna to a person,Radiation pattern of the antenna,All of these choices are correct
T0C05,3,Why do exposure limits vary with frequency?,Lower frequency RF fields have more energy than higher frequency fields,Lower frequency RF fields do not penetrate the human body,Higher frequency RF fields are transient in nature,The human body absorbs more RF energy at some frequencies than at others
T0C06,3,Which of the following is an acceptable method to determine that your station complies with FCC RF exposure regulations?,By calculation based on FCC OET Bulletin 65,By calculation based on computer modeling,By measurement of field strength using calibrated equipment,All of these choices are correct
T0C07,1,What could happen if a person accidentally touched your antenna while you were transmitting?,Touching the antenna could cause television interference,They might receive a painful RF burn,They might develop radiation poisoning,All of these choices are correct
T0C08,0,Which of the following actions might amateur operators take to prevent exposure to RF radiation in excess of FCC-supplied limits?,Relocate antennas,Relocate the transmitter,Increase the duty cycle,All of these choices are correct
T0C09,1,How can you make sure your station stays in compliance with RF safety regulations?,By informing the FCC of any changes made in your station,By re-evaluating the station whenever an item of equipment is changed,By making sure your antennas have low SWR,All of these choices are correct
T0C10,0,Why is duty cycle one of the factors used to determine safe RF radiation exposure levels?,It affects the average exposure of people to radiation,It affects the peak exposure of people to radiation,It takes into account the antenna feed line loss,It takes into account the thermal effects of the final amplifier
T0C11,2,What is the definition of duty cycle during the averaging time for RF exposure?,The difference between the lowest power output and the highest power output of a transmitter,The difference between the PEP and average power output of a transmitter,The percentage of time that a transmitter is transmitting,The percentage of time that a transmitter is not transmitting
T0C12,0,How does RF radiation differ from ionizing radiation (radioactivity)?,RF radiation does not have sufficient energy to cause genetic damage,RF radiation can only be detected with an RF dosimeter,RF radiation is limited in range to a few feet,RF radiation is perfectly safe
T0C13,2,"If the averaging time for exposure is 6 minutes, how much power density is permitted if the signal is present for 3 minutes and absent for 3 minutes rather than being present for the entire 6 minutes?",3 times as much,1/2 as much,2 times as much,There is no adjustment allowed for shorter exposure times
