id,correct,question,a,b,c,d
E5D14,0,What is reactive power?,"Wattless, nonproductive power",Power consumed in wire resistance in an inductor,Power lost because of capacitor leakage,Power consumed in circuit Q
E5D15,3,What is the power factor of an RL circuit having a 45-degree phase angle between the voltage and the current?,0.866,1.0,0.5,0.707
E6A01,2,In what application is gallium arsenide used as a semiconductor material?,In high-current rectifier circuits,In high-power audio circuits,In microwave circuits,In very low-frequency RF circuits
E6A02,0,Which of the following semiconductor materials contains excess free electrons?,N-type,P-type,Bipolar,Insulated gate
E6A03,2,Why does a PN-junction diode not conduct current when reverse biased?,Only P-type semiconductor material can conduct current,Only N-type semiconductor material can conduct current,"Holes in P-type material and electrons in the N-type material are separated by the applied voltage, widening the depletion region","Excess holes in P-type material combine with the electrons in N-type material, converting the entire diode into an insulator"
E6A04,2,What is the name given to an impurity atom that adds holes to a semiconductor crystal structure?,Insulator impurity,N-type impurity,Acceptor impurity,Donor impurity
E6A05,2,How does DC input impedance at the gate of a field-effect transistor compare with the DC input impedance of a bipolar transistor?,They are both low impedance,An FET has lower input impedance,An FET has higher input impedance,They are both high impedance
E6A06,1,What is the beta of a bipolar junction transistor?,The frequency at which the current gain is reduced to 0.707,The change in collector current with respect to base current,The breakdown voltage of the base to collector junction,The switching speed
E6A07,3,Which of the following indicates that a silicon NPN junction transistor is biased on?,Base-to-emitter resistance of approximately 6 to 7 ohms,Base-to-emitter resistance of approximately 0.6 to 0.7 ohms,Base-to-emitter voltage of approximately 6 to 7 volts,Base-to-emitter voltage of approximately 0.6 to 0.7 volts
E6A08,3,What term indicates the frequency at which the grounded-base current gain of a transistor has decreased to 0.7 of the gain obtainable at 1 kHz?,Corner frequency,Alpha rejection frequency,Beta cutoff frequency,Alpha cutoff frequency
E6A09,0,What is a depletion-mode FET?,An FET that exhibits a current flow between source and drain when no gate voltage is applied,An FET that has no current flow between source and drain when no gate voltage is applied,Any FET without a channel,Any FET for which holes are the majority carriers
E6A10,1,"In Figure E6-1, what is the schematic symbol for an N-channel dual-gate MOSFET?",2,4,5,6
E6A11,0,"In Figure E6-1, what is the schematic symbol for a P-channel junction FET?",1,2,3,6
E6A12,3,Why do many MOSFET devices have internally connected Zener diodes on the gates?,To provide a voltage reference for the correct amount of reverse-bias gate voltage,To protect the substrate from excessive voltages,To keep the gate voltage within specifications and prevent the device from overheating,To reduce the chance of static damage to the gate
E6B01,1,What is the most useful characteristic of a Zener diode?,A constant current drop under conditions of varying voltage,A constant voltage drop under conditions of varying current,A negative resistance region,An internal capacitance that varies with the applied voltage
E6B02,3,What is an important characteristic of a Schottky diode as compared to an ordinary silicon diode when used as a power supply rectifier?,Much higher reverse voltage breakdown,More constant reverse avalanche voltage,Longer carrier retention time,Less forward voltage drop
E6B03,1,What type of bias is required for an LED to emit light?,Reverse bias,Forward bias,Zero bias,Inductive bias
E6B04,0,What type of semiconductor device is designed for use as a voltage-controlled capacitor?,Varactor diode,Tunnel diode,Silicon-controlled rectifier,Zener diode
E6B05,3,What characteristic of a PIN diode makes it useful as an RF switch?,Extremely high reverse breakdown voltage,Ability to dissipate large amounts of power,Reverse bias controls its forward voltage drop,Low junction capacitance
E6B06,3,Which of the following is a common use of a Schottky diode?,As a rectifier in high current power supplies,As a variable capacitance in an automatic frequency control circuit,As a constant voltage reference in a power supply,As a VHF/UHF mixer or detector
E6B07,1,What is the failure mechanism when a junction diode fails due to excessive current?,Excessive inverse voltage,Excessive junction temperature,Insufficient forward voltage,Charge carrier depletion
E6B08,0,Which of the following is a Schottky barrier diode?,Metal-semiconductor junction,Electrolytic rectifier,PIN junction,Thermionic emission diode
E6B09,2,What is a common use for point-contact diodes?,As a constant current source,As a constant voltage source,As an RF detector,As a high-voltage rectifier
E6B10,1,"In Figure E6-2, what is the schematic symbol for a light-emitting diode?",1,5,6,7
E6B11,0,What is used to control the attenuation of RF signals by a PIN diode?,Forward DC bias current,A sub-harmonic pump signal,Reverse voltage larger than the RF signal,Capacitance of an RF coupling capacitor
E6C01,0,What is the function of hysteresis in a comparator?,To prevent input noise from causing unstable output signals,To allow the comparator to be used with AC input signals,To cause the output to change states continually,To increase the sensitivity
E6C02,1,What happens when the level of a comparator's input signal crosses the threshold?,The IC input can be damaged,The comparator changes its output state,The comparator enters latch-up,The feedback loop becomes unstable
E6C03,0,What is tri-state logic?,"Logic devices with 0, 1, and high-impedance output states",Logic devices that utilize ternary math,Low-power logic devices designed to operate at 3 volts,Proprietary logic devices manufactured by Tri-State Devices
E6C04,2,Which of the following is an advantage of BiCMOS logic?,Its simplicity results in much less expensive devices than standard CMOS,It is immune to electrostatic damage,It has the high input impedance of CMOS and the low output impedance of bipolar transistors,All these choices are correct
E6C05,3,What is an advantage of CMOS logic devices over TTL devices?,Differential output capability,Lower distortion,Immune to damage from static discharge,Lower power consumption
E6C06,2,Why do CMOS digital integrated circuits have high immunity to noise on the input signal or power supply?,Large bypass capacitance is inherent,The input switching threshold is about two times the power supply voltage,The input switching threshold is about one-half the power supply voltage,Bandwidth is very limited
E6C07,1,What best describes a pull-up or pull-down resistor?,A resistor in a keying circuit used to reduce key clicks,A resistor connected to the positive or negative supply line used to establish a voltage when an input or output is an open circuit,A resistor that ensures that an oscillator frequency does not drift,A resistor connected to an op-amp output that prevents signals from exceeding the power supply voltage
E6C08,1,"In Figure E6-3, what is the schematic symbol for a NAND gate?",1,2,3,4
E6C09,1,What is a Programmable Logic Device (PLD)?,A logic circuit that can be modified during use,A programmable collection of logic gates and circuits in a single integrated circuit,Programmable equipment used for testing digital logic integrated circuits,A type of transistor whose gain can be changed by digital logic circuits
E6C10,3,"In Figure E6-3, what is the schematic symbol for a NOR gate?",1,2,3,4
E6C11,2,"In Figure E6-3, what is the schematic symbol for the NOT operation (inverter)?",2,4,5,6
E6D01,0,Why should core saturation of an impedance matching transformer be avoided?,Harmonics and distortion could result,Magnetic flux would increase with frequency,RF susceptance would increase,Temporary changes of the core permeability could result
E6D02,0,What is the equivalent circuit of a quartz crystal?,"Motional capacitance, motional inductance, and loss resistance in series, all in parallel with a shunt capacitor representing electrode and stray capacitance","Motional capacitance, motional inductance, loss resistance, and a capacitor representing electrode and stray capacitance all in parallel","Motional capacitance, motional inductance, loss resistance, and a capacitor representing electrode and stray capacitance all in series","Motional inductance and loss resistance in series, paralleled with motional capacitance and a capacitor representing electrode and stray capacitance"
E6D03,0,Which of the following is an aspect of the piezoelectric effect?,Mechanical deformation of material by the application of a voltage,Mechanical deformation of material by the application of a magnetic field,Generation of electrical energy in the presence of light,Increased conductivity in the presence of light
E6D04,1,Which materials are commonly used as a core in an inductor?,Polystyrene and polyethylene,Ferrite and brass,Teflon and Delrin,Cobalt and aluminum
E6D05,2,What is one reason for using ferrite cores rather than powdered iron in an inductor?,Ferrite toroids generally have lower initial permeability,Ferrite toroids generally have better temperature stability,Ferrite toroids generally require fewer turns to produce a given inductance value,Ferrite toroids are easier to use with surface mount technology
E6D06,3,What core material property determines the inductance of an inductor?,Thermal impedance,Resistance,Reactivity,Permeability
E6D07,0,What is current in the primary winding of a transformer called if no load is attached to the secondary?,Magnetizing current,Direct current,Excitation current,Stabilizing current
E6D08,1,What is one reason for using powdered-iron cores rather than ferrite cores in an inductor?,Powdered-iron cores generally have greater initial permeability,Powdered-iron cores generally maintain their characteristics at higher currents,Powdered-iron cores generally require fewer turns to produce a given inductance,Powdered-iron cores use smaller diameter wire for the same inductance
E6D09,2,What devices are commonly used as VHF and UHF parasitic suppressors at the input and output terminals of a transistor HF amplifier?,Electrolytic capacitors,Butterworth filters,Ferrite beads,Steel-core toroids
E6D10,0,What is a primary advantage of using a toroidal core instead of a solenoidal core in an inductor?,Toroidal cores confine most of the magnetic field within the core material,Toroidal cores make it easier to couple the magnetic energy into other components,Toroidal cores exhibit greater hysteresis,Toroidal cores have lower Q characteristics
E6D11,1,Which type of core material decreases inductance when inserted into a coil?,Ceramic,Brass,Ferrite,Powdered iron
E6D12,2,What is inductor saturation?,The inductor windings are over-coupled,The inductor's voltage rating is exceeded causing a flashover,The ability of the inductor's core to store magnetic energy has been exceeded,Adjacent inductors become over-coupled
E6D13,0,What is the primary cause of inductor self-resonance?,Inter-turn capacitance,The skin effect,Inductive kickback,Non-linear core hysteresis
E6E01,1,Why is gallium arsenide (GaAs) useful for semiconductor devices operating at UHF and higher frequencies?,Higher noise figures,Higher electron mobility,Lower junction voltage drop,Lower transconductance
E6E02,0,Which of the following device packages is a through-hole type?,DIP,PLCC,Ball grid array,SOT
E6E03,3,Which of the following materials is likely to provide the highest frequency of operation when used in MMICs?,Silicon,Silicon nitride,Silicon dioxide,Gallium nitride
E6E04,0,Which is the most common input and output impedance of circuits that use MMICs?,50 ohms,300 ohms,450 ohms,10 ohms
E6E05,0,Which of the following noise figure values is typical of a low-noise UHF preamplifier?,2 dB,-10 dB,44 dBm,-20 dBm
E6E06,3,What characteristics of the MMIC make it a popular choice for VHF through microwave circuits?,The ability to retrieve information from a single signal even in the presence of other strong signals,Plate current that is controlled by a control grid,"Nearly infinite gain, very high input impedance, and very low output impedance","Controlled gain, low noise figure, and constant input and output impedance over the specified frequency range"
E6E07,3,What type of transmission line is used for connections to MMICs?,Miniature coax,Circular waveguide,Parallel wire,Microstrip
E6E08,0,How is power supplied to the most common type of MMIC?,Through a resistor and/or RF choke connected to the amplifier output lead,MMICs require no operating bias,Through a capacitor and RF choke connected to the amplifier input lead,Directly to the bias voltage (VCC IN) lead
E6E09,3,Which of the following component package types would be most suitable for use at frequencies above the HF range?,TO-220,Axial lead,Radial lead,Surface mount
E6E10,3,What advantage does surface-mount technology offer at RF compared to using through-hole components?,Smaller circuit area,Shorter circuit-board traces,Components have less parasitic inductance and capacitance,All these choices are correct
E6E11,3,What is a characteristic of DIP packaging used for integrated circuits?,Package mounts in a direct inverted position,Low leakage doubly insulated package,Two chips in each package (Dual In Package),A total of two rows of connecting pins placed on opposite sides of the package (Dual In-line Package)
E6E12,2,Why are DIP through-hole package ICs not typically used at UHF and higher frequencies?,Too many pins,Epoxy coating is conductive above 300 MHz,Excessive lead length,Unsuitable for combining analog and digital signals
E6F01,2,What absorbs the energy from light falling on a photovoltaic cell?,Protons,Photons,Electrons,Holes
E6F02,0,What happens to the conductivity of a photoconductive material when light shines on it?,It increases,It decreases,It stays the same,It becomes unstable
E6F03,3,What is the most common configuration of an optoisolator or optocoupler?,A lens and a photomultiplier,A frequency modulated helium-neon laser,An amplitude modulated helium-neon laser,An LED and a phototransistor
E6F04,1,What is the photovoltaic effect?,The conversion of voltage to current when exposed to light,The conversion of light to electrical energy,The conversion of electrical energy to mechanical energy,The tendency of a battery to discharge when exposed to light
E6F05,0,Which describes an optical shaft encoder?,A device that detects rotation of a control by interrupting a light source with a patterned wheel,A device that measures the strength of a beam of light using analog to digital conversion,A digital encryption device often used to encrypt spacecraft control signals,A device for generating RTTY signals by means of a rotating light source
E6F06,0,Which of these materials is most commonly used to create photoconductive devices?,A crystalline semiconductor,An ordinary metal,A heavy metal,A liquid semiconductor
E6F07,1,What is a solid-state relay?,A relay using transistors to drive the relay coil,A device that uses semiconductors to implement the functions of an electromechanical relay,A mechanical relay that latches in the on or off state each time it is pulsed,A semiconductor passive delay line
E6F08,2,Why are optoisolators often used in conjunction with solid-state circuits when switching 120 VAC?,Optoisolators provide a low impedance link between a control circuit and a power circuit,Optoisolators provide impedance matching between the control circuit and power circuit,Optoisolators provide a very high degree of electrical isolation between a control circuit and the circuit being switched,Optoisolators eliminate the effects of reflected light in the control circuit
E6F09,3,What is the efficiency of a photovoltaic cell?,The output RF power divided by the input DC power,Cost per kilowatt-hour generated,The open-circuit voltage divided by the short-circuit current under full illumination,The relative fraction of light that is converted to current
E6F10,1,What is the most common type of photovoltaic cell used for electrical power generation?,Selenium,Silicon,Cadmium Sulfide,Copper oxide
E6F11,1,What is the approximate open-circuit voltage produced by a fully illuminated silicon photovoltaic cell?,0.1 V,0.5 V,1.5 V,12 V
E7A01,2,Which circuit is bistable?,An AND gate,An OR gate,A flip-flop,A bipolar amplifier
E7A02,0,What is the function of a decade counter?,It produces one output pulse for every 10 input pulses,It decodes a decimal number for display on a seven-segment LED display,It produces 10 output pulses for every input pulse,It decodes a binary number for display on a seven-segment LED display
E7A03,1,Which of the following can divide the frequency of a pulse train by 2?,An XOR gate,A flip-flop,An OR gate,A multiplexer
E7A04,1,How many flip-flops are required to divide a signal frequency by 4?,1,2,4,8
E7A05,3,Which of the following is a circuit that continuously alternates between two states without an external clock?,Monostable multivibrator,J-K flip-flop,T flip-flop,Astable multivibrator
E7A06,0,What is a characteristic of a monostable multivibrator?,It switches momentarily to the opposite binary state and then returns to its original state after a set time,It produces a continuous square wave oscillating between 1 and 0,It stores one bit of data in either a 0 or 1 state,"It maintains a constant output voltage, regardless of variations in the input voltage"
E7A07,3,What logical operation does a NAND gate perform?,It produces logic 0 at its output only when all inputs are logic 0,It produces logic 1 at its output only when all inputs are logic 1,It produces logic 0 at its output if some but not all inputs are logic 1,It produces logic 0 at its output only when all inputs are logic 1
E7A08,0,What logical operation does an OR gate perform?,It produces logic 1 at its output if any or all inputs are logic 1,It produces logic 0 at its output if all inputs are logic 1,It only produces logic 0 at its output when all inputs are logic 1,It produces logic 1 at its output if all inputs are logic 0
E7A09,2,What logical operation is performed by an exclusive NOR gate?,It produces logic 0 at its output only if all inputs are logic 0,It produces logic 1 at its output only if all inputs are logic 1,It produces logic 0 at its output if only one input is logic 1,It produces logic 1 at its output if only one input is logic 1
E7A10,2,What is a truth table?,A table of logic symbols that indicate the high logic states of an op-amp,A diagram showing logic states when the digital device output is true,A list of inputs and corresponding outputs for a digital device,A table of logic symbols that indicate the logic states of an op-amp
E7A11,3,"What type of logic defines ""1"" as a high voltage?",Reverse Logic,Assertive Logic,Negative logic,Positive Logic
E7B01,0,For what portion of the signal cycle does each active element in a push-pull Class AB amplifier conduct?,More than 180 degrees but less than 360 degrees,Exactly 180 degrees,The entire cycle,Less than 180 degrees
E7B02,0,What is a Class D amplifier?,A type of amplifier that uses switching technology to achieve high efficiency,A low power amplifier that uses a differential amplifier for improved linearity,An amplifier that uses drift-mode FETs for high efficiency,A frequency doubling amplifier
E7B03,0,Which of the following components form the output of a class D amplifier circuit?,A low-pass filter to remove switching signal components,A high-pass filter to compensate for low gain at low frequencies,A matched load resistor to prevent damage by switching transients,A temperature compensating load resistor to improve linearity
E7B04,0,Where on the load line of a Class A common emitter amplifier would bias normally be set?,Approximately halfway between saturation and cutoff,Where the load line intersects the voltage axis,At a point where the bias resistor equals the load resistor,At a point where the load line intersects the zero bias current curve
E7B05,2,What can be done to prevent unwanted oscillations in an RF power amplifier?,Tune the stage for maximum SWR,Tune both the input and output for maximum power,Install parasitic suppressors and/or neutralize the stage,Use a phase inverter in the output filter
E7B06,1,Which of the following amplifier types reduces even-order harmonics?,Push-push,Push-pull,Class C,Class AB
E7B07,3,Which of the following is a likely result when a Class C amplifier is used to amplify a single-sideband phone signal?,Reduced intermodulation products,Increased overall intelligibility,Signal inversion,Signal distortion and excessive bandwidth
E7B08,2,How can an RF power amplifier be neutralized?,By increasing the driving power,By reducing the driving power,By feeding a 180-degree out-of-phase portion of the output back to the input,By feeding an in-phase component of the output back to the input
E7B09,3,Which of the following describes how the loading and tuning capacitors are to be adjusted when tuning a vacuum tube RF power amplifier that employs a Pi-network output circuit?,The loading capacitor is set to maximum capacitance and the tuning capacitor is adjusted for minimum allowable plate current,The tuning capacitor is set to maximum capacitance and the loading capacitor is adjusted for minimum plate permissible current,The loading capacitor is adjusted to minimum plate current while alternately adjusting the tuning capacitor for maximum allowable plate current,"The tuning capacitor is adjusted for minimum plate current, and the loading capacitor is adjusted for maximum permissible plate current"
E7B10,1,"In Figure E7-1, what is the purpose of R1 and R2?",Load resistors,Voltage divider bias,Self bias,Feedback
E7B11,3,"In Figure E7-1, what is the purpose of R3?",Fixed bias,Emitter bypass,Output load resistor,Self bias
E7B12,2,What type of amplifier circuit is shown in Figure E7-1?,Common base,Common collector,Common emitter,Emitter follower
E7B13,3,Which of the following describes an emitter follower (or common collector) amplifier?,A two-transistor amplifier with the emitters sharing a common bias resistor,A differential amplifier with both inputs fed to the emitter of the input transistor,An OR circuit with only one emitter used for output,An amplifier with a low impedance output that follows the base input voltage
E7B14,1,Why are switching amplifiers more efficient than linear amplifiers?,Switching amplifiers operate at higher voltages,The power transistor is at saturation or cutoff most of the time,Linear amplifiers have high gain resulting in higher harmonic content,Switching amplifiers use push-pull circuits
E7B15,2,What is one way to prevent thermal runaway in a bipolar transistor amplifier?,Neutralization,Select transistors with high beta,Use a resistor in series with the emitter,All these choices are correct
E7B16,0,What is the effect of intermodulation products in a linear power amplifier?,Transmission of spurious signals,Creation of parasitic oscillations,Low efficiency,All these choices are correct
E7B17,0,Why are odd-order rather than even-order intermodulation distortion products of concern in linear power amplifiers?,Because they are relatively close in frequency to the desired signal,Because they are relatively far in frequency from the desired signal,Because they invert the sidebands causing distortion,"Because they maintain the sidebands, thus causing multiple duplicate signals"
E7B18,2,What is a characteristic of a grounded-grid amplifier?,High power gain,High filament voltage,Low input impedance,Low bandwidth
E7C01,3,How are the capacitors and inductors of a low-pass filter Pi-network arranged between the network's input and output?,"Two inductors are in series between the input and output, and a capacitor is connected between the two inductors and ground","Two capacitors are in series between the input and output, and an inductor is connected between the two capacitors and ground","An inductor is connected between the input and ground, another inductor is connected between the output and ground, and a capacitor is connected between the input and output","A capacitor is connected between the input and ground, another capacitor is connected between the output and ground, and an inductor is connected between input and output"
E7C02,2,Which of the following is a property of a T-network with series capacitors and a parallel shunt inductor?,It is a low-pass filter,It is a band-pass filter,It is a high-pass filter,It is a notch filter
E7C03,0,What advantage does a series-L Pi-L-network have over a series-L Pi-network for impedance matching between the final amplifier of a vacuum-tube transmitter and an antenna?,Greater harmonic suppression,Higher efficiency,Does not require a capacitor,Greater transformation range
E7C04,2,How does an impedance-matching circuit transform a complex impedance to a resistive impedance?,It introduces negative resistance to cancel the resistive part of impedance,It introduces transconductance to cancel the reactive part of impedance,It cancels the reactive part of the impedance and changes the resistive part to a desired value,Reactive currents are dissipated in matched resistances
E7C05,3,Which filter type is described as having ripple in the passband and a sharp cutoff?,A Butterworth filter,An active LC filter,A passive op-amp filter,A Chebyshev filter
E7C06,2,What are the distinguishing features of an elliptical filter?,Gradual passband rolloff with minimal stop band ripple,Extremely flat response over its pass band with gradually rounded stop band corners,Extremely sharp cutoff with one or more notches in the stop band,Gradual passband rolloff with extreme stop band ripple
E7C07,1,Which describes a Pi-L-network used for matching a vacuum tube final amplifier to a 50-ohm unbalanced output?,A Phase Inverter Load network,A Pi-network with an additional series inductor on the output,A network with only three discrete parts,A matching network in which all components are isolated from ground
E7C08,0,Which of the following factors has the greatest effect on the bandwidth and response shape of a crystal ladder filter?,The relative frequencies of the individual crystals,The DC voltage applied to the quartz crystal,The gain of the RF stage preceding the filter,The amplitude of the signals passing through the filter
E7C09,3,What is a crystal lattice filter?,A power supply filter made with interlaced quartz crystals,An audio filter made with four quartz crystals that resonate at 1kHz intervals,A filter using lattice-shaped quartz crystals for high-Q performance,A filter with narrow bandwidth and steep skirts made using quartz crystals
E7C10,1,Which of the following filters would be the best choice for use in a 2 meter band repeater duplexer?,A crystal filter,A cavity filter,A DSP filter,An L-C filter
E7C11,2,Which of the following describes a receiving filter's ability to reject signals occupying an adjacent channel?,Passband ripple,Phase response,Shape factor,Noise factor
E7C12,0,What is one advantage of a Pi-matching network over an L-matching network consisting of a single inductor and a single capacitor?,The Q of Pi-networks can be controlled,L-networks cannot perform impedance transformation,Pi-networks are more stable,Pi-networks provide balanced input and output
E7D01,3,How does a linear electronic voltage regulator work?,It has a ramp voltage as its output,It eliminates the need for a pass transistor,The control element duty cycle is proportional to the line or load conditions,The conduction of a control element is varied to maintain a constant output voltage
E7D02,2,What is a characteristic of a switching electronic voltage regulator?,The resistance of a control element is varied in direct proportion to the line voltage or load current,It is generally less efficient than a linear regulator,The controlled device's duty cycle is changed to produce a constant average output voltage,It gives a ramp voltage at its output
E7D03,0,What device is typically used as a stable voltage reference in a linear voltage regulator?,A Zener diode,A tunnel diode,An SCR,A varactor diode
E7D04,1,Which of the following types of linear voltage regulator usually make the most efficient use of the primary power source?,A series current source,A series regulator,A shunt regulator,A shunt current source
E7D05,3,Which of the following types of linear voltage regulator places a constant load on the unregulated voltage source?,A constant current source,A series regulator,A shunt current source,A shunt regulator
E7D06,2,What is the purpose of Q1 in the circuit shown in Figure E7-2?,It provides negative feedback to improve regulation,It provides a constant load for the voltage source,It controls the current supplied to the load,It provides D1 with current
E7D07,0,What is the purpose of C2 in the circuit shown in Figure E7-2?,It bypasses rectifier output ripple around D1,It is a brute force filter for the output,To self-resonate at the hum frequency,To provide fixed DC bias for Q1
E7D08,2,What type of circuit is shown in Figure E7-2?,Switching voltage regulator,Grounded emitter amplifier,Linear voltage regulator,Monostable multivibrator
E7D09,2,What is the main reason to use a charge controller with a solar power system?,Prevention of battery undercharge,Control of electrolyte levels during battery discharge,Prevention of battery damage due to overcharge,Matching of day and night charge rates
E7D10,2,What is the primary reason that a high-frequency switching type high-voltage power supply can be both less expensive and lighter in weight than a conventional power supply?,The inverter design does not require any output filtering,It uses a diode bridge rectifier for increased output,The high frequency inverter design uses much smaller transformers and filter components for an equivalent power output,It uses a large power factor compensation capacitor to recover power from the unused portion of the AC cycle
E7D11,3,What is the function of the pass transistor in a linear voltage regulator circuit?,Permits a wide range of output voltage settings,Provides a stable input impedance over a wide range of source voltage,Maintains nearly constant output impedance over a wide range of load current,Maintains nearly constant output voltage over a wide range of load current
E7D12,2,What is the dropout voltage of an analog voltage regulator?,Minimum input voltage for rated power dissipation,Maximum output voltage drops when the input voltage is varied over its specified range,Minimum input-to-output voltage required to maintain regulation,Maximum that the output voltage may decrease at rated load
E7D13,2,What is the equation for calculating power dissipated by a series linear voltage regulator?,Input voltage multiplied by input current,Input voltage divided by output current,Voltage difference from input to output multiplied by output current,Output voltage multiplied by output current
E7D14,3,What is the purpose of connecting equal-value resistors across power supply filter capacitors connected in series?,Equalize the voltage across each capacitor,Discharge the capacitors when voltage is removed,Provide a minimum load on the supply,All these choices are correct
E7D15,3,What is the purpose of a step-start circuit in a high-voltage power supply?,To provide a dual-voltage output for reduced power applications,To compensate for variations of the incoming line voltage,To allow for remote control of the power supply,To allow the filter capacitors to charge gradually
E7E01,1,Which of the following can be used to generate FM phone emissions?,A balanced modulator on the audio amplifier,A reactance modulator on the oscillator,A reactance modulator on the final amplifier,A balanced modulator on the oscillator
E7E02,3,What is the function of a reactance modulator?,To produce PM signals by using an electrically variable resistance,To produce AM signals by using an electrically variable inductance or capacitance,To produce AM signals by using an electrically variable resistance,To produce PM or FM signals by using an electrically variable inductance or capacitance
E7E03,3,What is a frequency discriminator stage in a FM receiver?,An FM generator circuit,A circuit for filtering two closely adjacent signals,An automatic band-switching circuit,A circuit for detecting FM signals
E7E04,0,What is one way a single-sideband phone signal can be generated?,By using a balanced modulator followed by a filter,By using a reactance modulator followed by a mixer,By using a loop modulator followed by a mixer,By driving a product detector with a DSB signal
E7E05,3,What circuit is added to an FM transmitter to boost the higher audio frequencies?,A de-emphasis network,A heterodyne suppressor,A heterodyne enhancer,A pre-emphasis network
E7E06,0,Why is de-emphasis commonly used in FM communications receivers?,For compatibility with transmitters using phase modulation,To reduce impulse noise reception,For higher efficiency,To remove third-order distortion products
E7E07,1,"What is meant by the term ""baseband"" in radio communications?",The lowest frequency band that the transmitter or receiver covers,The frequency range occupied by a message signal prior to modulation,The unmodulated bandwidth of the transmitted signal,The basic oscillator frequency in an FM transmitter that is multiplied to increase the deviation and carrier frequency
E7E08,2,What are the principal frequencies that appear at the output of a mixer circuit?,Two and four times the original frequency,The square root of the product of input frequencies,The two input frequencies along with their sum and difference frequencies,1.414 and 0.707 times the input frequency
E7E09,0,What occurs when an excessive amount of signal energy reaches a mixer circuit?,Spurious mixer products are generated,Mixer blanking occurs,Automatic limiting occurs,A beat frequency is generated
E7E10,0,How does a diode envelope detector function?,By rectification and filtering of RF signals,By breakdown of the Zener voltage,By mixing signals with noise in the transition region of the diode,By sensing the change of reactance in the diode with respect to frequency
E7E11,2,Which type of detector circuit is used for demodulating SSB signals?,Discriminator,Phase detector,Product detector,Phase comparator
E7F01,2,What is meant by direct digital conversion as applied to software defined radios?,Software is converted from source code to object code during operation of the receiver,Incoming RF is converted to a control voltage for a voltage controlled oscillator,Incoming RF is digitized by an analog-to-digital converter without being mixed with a local oscillator signal,A switching mixer is used to generate I and Q signals directly from the RF input
E7F02,0,What kind of digital signal processing audio filter is used to remove unwanted noise from a received SSB signal?,An adaptive filter,A crystal-lattice filter,A Hilbert-transform filter,A phase-inverting filter
E7F03,2,What type of digital signal processing filter is used to generate an SSB signal?,An adaptive filter,A notch filter,A Hilbert-transform filter,An elliptical filter
E7F04,3,What is a common method of generating an SSB signal using digital signal processing?,Mixing products are converted to voltages and subtracted by adder circuits,A frequency synthesizer removes the unwanted sidebands,Varying quartz crystal characteristics emulated in digital form,Signals are combined in quadrature phase relationship
E7F05,1,How frequently must an analog signal be sampled by an analog-to-digital converter so that the signal can be accurately reproduced?,At least half the rate of the highest frequency component of the signal,At least twice the rate of the highest frequency component of the signal,At the same rate as the highest frequency component of the signal,At four times the rate of the highest frequency component of the signal
E7F06,3,What is the minimum number of bits required for an analog-to-digital converter to sample a signal with a range of 1 volt at a resolution of 1 millivolt?,4 bits,6 bits,8 bits,10 bits
E7F07,2,What function is performed by a Fast Fourier Transform?,Converting analog signals to digital form,Converting digital signals to analog form,Converting digital signals from the time domain to the frequency domain,Converting 8-bit data to 16-bit data
E7F08,1,What is the function of decimation?,Converting data to binary code decimal form,Reducing the effective sample rate by removing samples,Attenuating the signal,Removing unnecessary significant digits
E7F09,0,Why is an anti-aliasing digital filter required in a digital decimator?,It removes high-frequency signal components that would otherwise be reproduced as lower frequency components,"It peaks the response of the decimator, improving bandwidth",It removes low-frequency signal components to eliminate the need for DC restoration,It notches out the sampling frequency to avoid sampling errors
E7F10,0,What aspect of receiver analog-to-digital conversion determines the maximum receive bandwidth of a Direct Digital Conversion SDR?,Sample rate,Sample width in bits,Sample clock phase noise,Processor latency
E7F11,1,What sets the minimum detectable signal level for a direct-sampling SDR receiver in the absence of atmospheric or thermal noise?,Sample clock phase noise,Reference voltage level and sample width in bits,Data storage transfer rate,Missing codes and jitter
E7F12,0,Which of the following is an advantage of a Finite Impulse Response (FIR) filter vs an Infinite Impulse Response (IIR) digital filter?,FIR filters can delay all frequency components of the signal by the same amount,FIR filters are easier to implement for a given set of passband rolloff requirements,FIR filters can respond faster to impulses,All these choices are correct
E7F13,3,What is the function of taps in a digital signal processing filter?,To reduce excess signal pressure levels,Provide access for debugging software,Select the point at which baseband signals are generated,Provide incremental signal delays for filter algorithms
E7F14,1,Which of the following would allow a digital signal processing filter to create a sharper filter response?,Higher data rate,More taps,Complex phasor representations,Double-precision math routines
E7G01,0,What is the typical output impedance of an op-amp?,Very low,Very high,100 ohms,1000 ohms
E7G02,3,What is ringing in a filter?,An echo caused by a long time delay,A reduction in high frequency response,Partial cancellation of the signal over a range of frequencies,Undesired oscillations added to the desired signal
E7G03,3,What is the typical input impedance of an op-amp?,100 ohms,1000 ohms,Very low,Very high
E7G04,2,"What is meant by the ""op-amp input offset voltage""?",The output voltage of the op-amp minus its input voltage,The difference between the output voltage of the op-amp and the input voltage required in the immediately following stage,The differential input voltage needed to bring the open loop output voltage to zero,The potential between the amplifier input terminals of the op-amp in an open loop condition
E7G05,0,How can unwanted ringing and audio instability be prevented in an op-amp RC audio filter circuit?,Restrict both gain and Q,Restrict gain but increase Q,Restrict Q but increase gain,Increase both gain and Q
